Survey,Year,Cruise Join ID,Haul Join ID,Catch Join ID,Vessel Number,Cruise Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satisfactory Gear Performance,Gear Performance Note,Gear Depth,Bottom Depth,Distance Fished (km),Net Width (m) ,Species Code,Common Name,Scientific Name,Weight (kg),Number of Fish,Effort (km2),Weight CPUE (kg/km2),Number CPUE (number/km2),akfin_load_date
EBS_SHELF,2013,-683,-10236,,162,201301,177,60.67784,-174.82067,60.65279,-174.81774,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,96,98,2.789,17.962,74120,weathervane scallop,Patinopecten caurinus,0,0,0.050096018,0,0,3-Oct-19
EBS_SHELF,2014,-688,-10819,,94,201401,4,57.64955,-158.35498,57.67398,-158.36066,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,32,34,2.735,15.231,74120,weathervane scallop,Patinopecten caurinus,0,0,0.041656785,0,0,3-Oct-19
EBS_SHELF,2014,-688,-10820,,94,201401,5,57.98287,-158.30857,57.98607,-158.35522,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,32,34,2.789,15.231,74120,weathervane scallop,Patinopecten caurinus,0,0,0.042479259,0,0,3-Oct-19
EBS_SHELF,2014,-688,-10821,,94,201401,6,58.35439,-159.54403,58.32897,-159.54185,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,22,24,2.827,15.231,74120,weathervane scallop,Patinopecten caurinus,0,0,0.043058037,0,0,3-Oct-19
EBS_SHELF,2014,-688,-10823,,94,201401,8,57.67653,-159.62787,57.65233,-159.64041,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,47,49,2.792,16.239,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045339288,0,0,3-Oct-19
EBS_SHELF,2015,-698,-14747,,162,201501,201,59.6571,-176.51217,59.66904,-176.55449,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,134,136,2.735,17.043,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046612605,0,0,3-Oct-19
EBS_SHELF,2015,-698,-14753,,162,201501,207,59.68293,-177.15011,59.65909,-177.1455,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,168,170,2.662,17.967,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047828154,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15313,,94,201601,2,56.33665,-161.01089,56.32551,-160.96539,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,52,54,3.079,16.777,74120,weathervane scallop,Patinopecten caurinus,0,0,0.051656383,0,0,3-Oct-19
EBS_SHELF,2017,-712,-17005,,94,201701,186,61.31997,-173.57676,61.34308,-173.59755,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,72,74,2.801,17.983,74120,weathervane scallop,Patinopecten caurinus,0,0,0.050370383,0,0,3-Oct-19
EBS_SHELF,2017,-712,-17055,,94,201701,200,59.9819,-175.94434,59.99038,-175.89538,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,128,130,2.899,18.436,74120,weathervane scallop,Patinopecten caurinus,0,0,0.053445964,0,0,3-Oct-19
EBS_SHELF,2017,-712,-17056,,94,201701,201,59.99783,-176.6828,59.99621,-176.73311,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,139,141,2.821,18.277,74120,weathervane scallop,Patinopecten caurinus,0,0,0.051559417,0,0,3-Oct-19
EBS_SHELF,2017,-712,-17058,,94,201701,213,61.68467,-174.44536,61.67569,-174.39686,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,75,77,2.762,17.007,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046973334,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17557,,94,201801,20,56.9859,-160.94966,57.00992,-160.93787,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,65,68,2.765,16.303,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045077795,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17564,,94,201801,27,58.00574,-162.11273,57.98275,-162.09545,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,34,37,2.753,14.803,74120,weathervane scallop,Patinopecten caurinus,0,0,0.040752659,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17565,,94,201801,28,57.6804,-162.12141,57.65628,-162.12685,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,44,47,2.701,16.409,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044320709,0,0,3-Oct-19
EBS_SHELF,2019,-727,-19436,,162,201901,158,59.64903,-173.23965,59.67342,-173.22372,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,94,96,2.856,18.224,74120,weathervane scallop,Patinopecten caurinus,0,0,0.052047744,0,0,3-Oct-19
EBS_SHELF,2019,-727,-19446,,162,201901,168,60.34982,-175.39316,60.32608,-175.38354,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,109,111,2.692,18.041,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048566372,0,0,3-Oct-19
EBS_SHELF,2019,-727,-19495,,162,201901,172,59.02177,-176.31946,59.01158,-176.27931,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,134,137,2.575,18.563,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047799725,0,0,3-Oct-19
EBS_SHELF,2014,-688,-10847,,94,201401,17,57.98898,-160.83903,58.01447,-160.83984,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,43,45,2.833,15.602,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044200466,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11720,,94,201401,30,56.99841,-163.36249,57.01333,-163.39974,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,66,2.81,16.644,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04676964,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11747,,94,201401,37,58.99714,-163.94994,59.00005,-163.9987,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,26,28,2.829,15.231,74120,weathervane scallop,Patinopecten caurinus,0,0,0.043088499,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11748,,94,201401,38,59.31916,-164.02837,59.33748,-163.99274,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,20,22,2.878,15.088,74120,weathervane scallop,Patinopecten caurinus,0,0,0.043423264,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11765,,94,201401,45,59.66807,-166.59768,59.66609,-166.64726,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,25,27,2.81,15.385,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04323185,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11800,-329527,94,201401,62,55.3319,-165.17012,55.30494,-165.16557,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,110,112,3.009,17.74,74120,weathervane scallop,Patinopecten caurinus,4.73,10,0.05337966,88.61053068,187.3372742,3-Oct-19
EBS_SHELF,2016,-706,-15343,,94,201601,41,59.67681,-167.97124,59.66292,-167.92726,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,33,35,2.925,16.013,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046838025,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15344,,94,201601,42,59.35141,-167.91066,59.32449,-167.92005,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,38,40,3.039,16.859,74120,weathervane scallop,Patinopecten caurinus,0,0,0.051234501,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15350,,94,201601,48,58.64714,-165.92407,58.67214,-165.93633,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,35,37,2.869,14.864,74120,weathervane scallop,Patinopecten caurinus,0,0,0.042644816,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15355,,94,201601,53,58.00535,-165.27337,58.00204,-165.22794,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,48,51,2.717,14.08,74120,weathervane scallop,Patinopecten caurinus,0,0,0.03825536,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15367,,94,201601,15,58.319,-159.56193,58.34543,-159.56213,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,21,23,2.937,15.262,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044824494,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15374,,94,201601,65,56.00863,-165.17626,55.98222,-165.17186,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,94,96,2.948,16.818,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049579464,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15492,,94,201601,85,59.34325,-168.5791,59.31694,-168.57553,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,40,42,2.931,15.861,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046488591,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17606,,94,201801,34,56.00005,-162.23052,55.99699,-162.2715,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,71,2.584,15.203,74120,weathervane scallop,Patinopecten caurinus,0,0,0.039284552,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17607,,94,201801,35,55.33034,-163.42156,55.35346,-163.43576,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,51,54,2.724,16.448,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044804352,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17612,,94,201801,40,56.995,-163.38875,57.01756,-163.4052,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,63,66,2.699,16.407,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044282493,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17630,,94,201801,67,57.01142,-164.61733,56.98705,-164.62285,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,2.729,16.364,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044657356,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17634,,94,201801,71,56.34373,-164.61467,56.34511,-164.57005,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,85,87,2.769,16.749,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046377981,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17638,-506790,94,201801,75,55.6792,-164.60495,55.65542,-164.60087,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,94,96,2.655,16.414,74120,weathervane scallop,Patinopecten caurinus,4.056,10,0.04357917,93.07198829,229.4674268,3-Oct-19
EBS_SHELF,2018,-722,-17641,,94,201801,78,54.98494,-165.13294,55.00981,-165.13698,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,108,110,2.777,16.277,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045201229,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17642,-506933,94,201801,79,55.3204,-165.1601,55.34723,-165.16988,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,108,110,3.045,17.741,74120,weathervane scallop,Patinopecten caurinus,9.742,18,0.054021345,180.3361245,333.2016261,3-Oct-19
EBS_SHELF,2014,-688,-11825,,94,201401,70,56.32214,-167.01733,56.34674,-167.02104,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,111,113,2.743,17.787,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048789741,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11833,,94,201401,78,58.97537,-168.54334,59.00061,-168.5492,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,45,47,2.825,16.229,74120,weathervane scallop,Patinopecten caurinus,0,0,0.045846925,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11834,,94,201401,79,59.3175,-168.54783,59.34238,-168.55735,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,40,42,2.818,16.47,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04641246,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11920,,94,201401,86,60.33395,-169.27978,60.3335,-169.3324,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,41,43,2.915,16.639,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048502685,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11951,,94,201401,103,57.34796,-168.3677,57.32321,-168.36667,32,,,,"50-100m in SE section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,72,74,2.752,16.003,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044040256,0,0,3-Oct-19
EBS_SHELF,2014,-688,-11955,,94,201401,107,56.33521,-168.20031,56.34305,-168.24529,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,149,151,2.92,16.82,74120,weathervane scallop,Patinopecten caurinus,0,0,0.0491144,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15494,,94,201601,88,58.66585,-167.89282,58.66518,-167.84413,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,44,46,2.834,15.484,74120,weathervane scallop,Patinopecten caurinus,0,0,0.043881656,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15495,,94,201601,89,58.68887,-167.22271,58.66399,-167.22581,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,41,43,2.771,15.911,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044089381,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15500,,94,201601,94,58.01002,-168.43767,57.98507,-168.42878,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,2.822,15.561,74120,weathervane scallop,Patinopecten caurinus,0,0,0.043913142,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15504,,94,201601,98,56.67271,-168.28251,56.64662,-168.2801,50,,,,"100-200 m, SE section - OUTER DOMAIN",,,,,0,Y,Good performance,105,107,2.903,17.027,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049429381,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15530,,94,201601,79,57.98708,-166.52006,58.01266,-166.53038,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,59,61,2.907,15.927,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046299789,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15589,,94,201601,114,56.82587,-170.46608,56.84198,-170.5029,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,99,101,2.878,17.472,74120,weathervane scallop,Patinopecten caurinus,0,0,0.050284416,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15591,,94,201601,116,57.10253,-170.45641,57.12669,-170.47277,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,47,50,2.864,15.112,74120,weathervane scallop,Patinopecten caurinus,0,0,0.043280768,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17659,,94,201801,87,56.65374,-167.04301,56.67943,-167.03787,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,93,95,2.873,16.815,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048309495,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17664,,94,201801,92,58.30834,-167.19575,58.33416,-167.20126,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,50,52,2.887,15.344,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044298128,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17665,,94,201801,93,58.65311,-167.21279,58.67869,-167.21294,20,,,,<50 m in NW section- INNER DOMAIN,,,,,0,Y,Good performance,42,44,2.843,15.21,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04324203,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17810,,94,201801,119,57.82688,-169.40682,57.83593,-169.36474,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,66,2.7,15.844,74120,weathervane scallop,Patinopecten caurinus,0,0,0.0427788,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17814,,94,201801,123,57.37392,-168.93271,57.37416,-168.97912,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,69,71,2.799,15.822,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044285778,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12022,,94,201401,126,57.84801,-170.59999,57.82729,-170.62702,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,77,79,2.809,17.213,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048351317,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12024,,94,201401,128,57.9826,-170.95865,58.00909,-170.96691,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,85,87,2.984,16.991,74120,weathervane scallop,Patinopecten caurinus,0,0,0.050701144,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12160,,94,201401,164,60.65805,-174.10718,60.6723,-174.15149,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,84,86,2.9,17.443,74120,weathervane scallop,Patinopecten caurinus,0,0,0.0505847,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15622,,94,201601,139,59.84794,-172.26119,59.82484,-172.23545,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,73,76,2.947,16.507,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048646129,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15634,,94,201601,134,59.93446,-171.2959,59.95954,-171.30211,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,68,70,2.808,17.187,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048261096,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15636,,94,201601,124,56.99019,-172.03873,57.01345,-172.02479,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,115,117,2.721,16.931,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046069251,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15668,,94,201601,158,60.66796,-175.42856,60.66888,-175.47997,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,105,107,2.821,17.265,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048704565,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15670,,94,201601,160,60.99543,-176.26517,60.99564,-176.31796,90,,,,"> 100 m,  N of standard area, between 100 m and convention line",,,,,0,Y,Good performance,110,112,2.865,17.916,74120,weathervane scallop,Patinopecten caurinus,0,0,0.05132934,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17858,,94,201801,134,57.50158,-170.5619,57.50275,-170.60958,42,,,,"50-100m in NW section, high density, pribilofs - MIDDLE DOMAIN",,,,,0,Y,Good performance,72,74,2.868,16.287,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046711116,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17861,,94,201801,137,57.99914,-171.60549,58.00138,-171.55757,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,96,98,2.851,17.063,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048646613,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17872,,94,201801,148,60.33835,-171.3048,60.34084,-171.35378,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,64,66,2.727,17.405,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047463435,0,0,3-Oct-19
EBS_SHELF,2018,-722,-17875,,94,201801,151,60.0154,-173.28528,59.99811,-173.25267,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,72,74,2.649,16.942,74120,weathervane scallop,Patinopecten caurinus,0,0,0.044879358,0,0,3-Oct-19
EBS_SHELF,2018,-722,-18003,,94,201801,155,59.67515,-172.54326,59.65751,-172.5778,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,83,85,2.766,17.726,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049030116,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12182,,94,201401,172,61.66734,-174.40329,61.66619,-174.45655,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,75,77,2.832,18.271,74120,weathervane scallop,Patinopecten caurinus,0,0,0.051743472,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12186,,94,201401,176,61.68069,-175.78652,61.65587,-175.77828,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,94,96,2.792,17.841,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049812072,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12187,,94,201401,177,61.67577,-176.4672,61.65042,-176.46459,90,,,,"> 100 m,  N of standard area, between 100 m and convention line",,,,,0,Y,Good performance,103,105,2.82,18.825,74120,weathervane scallop,Patinopecten caurinus,0,0,0.0530865,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12190,,94,201401,180,61.34613,-176.93344,61.33067,-176.97235,90,,,,"> 100 m,  N of standard area, between 100 m and convention line",,,,,0,Y,Good performance,114,116,2.705,18.338,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04960429,0,0,3-Oct-19
EBS_SHELF,2014,-688,-12195,,94,201401,185,60.66791,-177.5376,60.66662,-177.48265,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,145,147,3.015,18.126,74120,weathervane scallop,Patinopecten caurinus,0,0,0.05464989,0,0,3-Oct-19
EBS_SHELF,2014,-689,-10828,,162,201401,4,57.65961,-159.02692,57.68011,-159.05448,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,46,48,2.812,15.272,74120,weathervane scallop,Patinopecten caurinus,0,0,0.042944864,0,0,3-Oct-19
EBS_SHELF,2014,-689,-10835,,162,201401,11,56.33454,-160.9655,56.34299,-161.00634,10,,,,<50 m in SE section- INNER DOMAIN,,,,,0,Y,Good performance,52,54,2.7,14.695,74120,weathervane scallop,Patinopecten caurinus,0,0,0.0396765,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15753,,94,201601,164,60.34365,-175.40035,60.34387,-175.34716,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,109,111,2.946,16.528,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048691488,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15795,,94,201601,185,58.33465,-172.95965,58.33637,-172.90951,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,107,109,2.951,16.671,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049196121,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15806,,94,201601,189,57.67675,-172.79363,57.65059,-172.78909,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,2.92,17.25,74120,weathervane scallop,Patinopecten caurinus,0,0,0.05037,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15808,,94,201601,191,57.0085,-172.66784,56.99299,-172.63208,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,120,122,2.778,16.741,74120,weathervane scallop,Patinopecten caurinus,0,0,0.046506498,0,0,3-Oct-19
EBS_SHELF,2016,-706,-15811,,94,201601,169,59.67801,-175.87676,59.6542,-175.85959,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,135,137,2.818,17.126,74120,weathervane scallop,Patinopecten caurinus,0,0,0.048261068,0,0,3-Oct-19
EBS_SHELF,2016,-707,-15242,,162,201601,6,57.00243,-161.55269,57.00461,-161.50471,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,67,69,2.932,16.721,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049025972,0,0,3-Oct-19
EBS_SHELF,2016,-707,-15244,,162,201601,8,56.99672,-160.353,56.99168,-160.30729,31,,,,"50-100m in SE section, low density - MIDDLE DOMAIN",,,,,0,Y,Good performance,59,62,2.84,15.667,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04449428,0,0,3-Oct-19
EBS_SHELF,2018,-722,-18005,,94,201801,175,60.15239,-174.35804,60.17787,-174.36088,43,,,,"50-100m in NW section, high density, St.Matthew - MIDDLE DOMAIN",,,,,0,Y,Good performance,98,100,2.836,17.572,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049834192,0,0,3-Oct-19
EBS_SHELF,2018,-722,-18008,,94,201801,178,60.66919,-174.1185,60.68134,-174.16487,41,,,,"50-100m in NW section, low density, - MIDDLE DOMAIN",,,,,0,Y,Good performance,85,87,2.878,16.513,74120,weathervane scallop,Patinopecten caurinus,0,0,0.047524414,0,0,3-Oct-19
EBS_SHELF,2018,-722,-18012,,94,201801,191,60.68533,-176.21321,60.6614,-176.20297,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,117,119,2.717,14.488,74120,weathervane scallop,Patinopecten caurinus,0,0,0.039363896,0,0,3-Oct-19
EBS_SHELF,2018,-722,-18036,,94,201801,199,58.67491,-175.52058,58.67638,-175.57164,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,132,135,2.974,17.973,74120,weathervane scallop,Patinopecten caurinus,0,0,0.053451702,0,0,3-Oct-19
EBS_SHELF,2018,-722,-18126,,94,201801,208,60.32266,-177.38965,60.33532,-177.34821,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,145,148,2.693,18.279,74120,weathervane scallop,Patinopecten caurinus,0,0,0.049225347,0,0,3-Oct-19
EBS_SHELF,2018,-722,-18127,,94,201801,209,60.67586,-177.45777,60.67454,-177.50922,61,,,,"100-200 m, NW section, low density - OUTER DOMAIN",,,,,0,Y,Good performance,142,144,2.824,18.153,74120,weathervane scallop,Patinopecten caurinus,0,0,0.051264072,0,0,3-Oct-19
EBS_SHELF,2018,-722,-18142,,94,201801,215,61.33646,-174.31339,61.33834,-174.36438,82,,,,">50 m, N of standard area, between stratum 81 and convention
line and stratum 90",,,,,0,Y,Good performance,74,77,2.745,17.75,74120,weathervane scallop,Patinopecten caurinus,0,0,0.04872375,0,0,3-Oct-19
