haul_id,ager_id,ager_name,date_aged,shell_source,shell_num,shell_height,tot_annuli,code_let,code_num,annulus,annulus_height
DS04058200200412120140,1,Charlette Fullinck,,R,13,127,10,D,,7,114
DS04058200200412120140,1,Charlette Fullinck,,R,13,127,10,D,,8,118
DS04058200200412120140,1,Charlette Fullinck,,R,13,127,10,D,,9,121
DS04058200200412120140,1,Charlette Fullinck,,R,13,127,10,D,,10,124
DS04058200200412120141,1,Charlette Fullinck,,R,3,120,7,D,,,
DS04058200200412120141,1,Charlette Fullinck,,R,13,120,8,C,1,,
DS04058200200412130150,1,Charlette Fullinck,,R,2,130,9,D,,1,19
DS04058200200412130150,1,Charlette Fullinck,,R,2,130,9,D,,2,43
DS04058200200412130150,1,Charlette Fullinck,,R,2,130,9,D,,3,63
DS04058200200412130150,1,Charlette Fullinck,,R,2,130,9,D,,4,85
DS04058200200412130150,1,Charlette Fullinck,,R,2,130,9,D,,5,99
DS04058200200412130150,1,Charlette Fullinck,,R,2,130,9,D,,6,109
DS04058200200412130150,1,Charlette Fullinck,,R,2,130,9,D,,7,116
DS04058200200412130150,1,Charlette Fullinck,,R,2,130,9,D,,8,123
DS04058200200412130150,1,Charlette Fullinck,,R,2,130,9,D,,9,126
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,1,21
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,2,45
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,3,64
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,4,82
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,5,96
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,6,106
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,7,115
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,8,119
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,9,123
DS04058200200412130150,1,Charlette Fullinck,,R,12,127,10,D,,10,125
DS04058200200412130156,1,Charlette Fullinck,,R,2,130,11,D,,,
DS04058200200412130156,1,Charlette Fullinck,,R,12,124,9,D,,,
DS04058200200412130157,1,Charlette Fullinck,,R,2,121,9,D,,,
DS04058200200412130157,1,Charlette Fullinck,,R,12,136,12,D,,,
DS04058200200412130158,1,Charlette Fullinck,,R,2,124,10,D,,,
DS04058200200412130158,1,Charlette Fullinck,,R,12,142,10,D,,,
DS04058200200412130159,1,Charlette Fullinck,,R,2,122,11,D,,,
DS04058200200412130159,1,Charlette Fullinck,,R,12,122,9,D,,,
DS04058200200412140171,1,Charlette Fullinck,,R,5,124,9,D,,,
DS04058200200412140171,1,Charlette Fullinck,,R,15,127,9,D,,,
DS04058200200412140172,1,Charlette Fullinck,,R,5,122,7,D,,,
DS04058200200412140172,1,Charlette Fullinck,,R,15,117,7,D,,,
DS04058200200412140173,1,Charlette Fullinck,,R,5,127,9,D,,,
DS04058200200412140173,1,Charlette Fullinck,,R,15,91,3,D,,2,44
DS04058200200412140173,1,Charlette Fullinck,,R,15,91,3,D,,3,68
DS04058200200412140177,1,Charlette Fullinck,,R,5,125,9,D,,,
DS04058200200412140177,1,Charlette Fullinck,,R,15,122,7,D,,,
DS04058200200412140178,1,Charlette Fullinck,,R,5,118,7,D,,1,29
DS04058200200412140178,1,Charlette Fullinck,,R,5,118,7,D,,2,57
DS04058200200412140178,1,Charlette Fullinck,,R,5,118,7,D,,3,79
DS04058200200412140178,1,Charlette Fullinck,,R,5,118,7,D,,4,95
DS04058200200412140178,1,Charlette Fullinck,,R,5,118,7,D,,5,103
DS04058200200412140178,1,Charlette Fullinck,,R,5,118,7,D,,6,112
DS04058200200412140178,1,Charlette Fullinck,,R,5,118,7,D,,7,116
DS04058200200412140178,1,Charlette Fullinck,,R,15,129,8,D,,,
DS04058200200501080007,1,Charlette Fullinck,,R,4,154,9,D,,,
DS04058200200501080007,1,Charlette Fullinck,,R,14,138,8,D,,6,122
DS04058200200501080007,1,Charlette Fullinck,,R,14,138,8,D,,7,129
DS04058200200501080007,1,Charlette Fullinck,,R,14,138,8,D,,8,135
DS04058200200501080008,1,Charlette Fullinck,,R,4,111,9,D,,,
DS04058200200501080008,1,Charlette Fullinck,,R,14,113,9,D,,,
DS04058200200501080009,1,Charlette Fullinck,,R,4,118,10,D,,,
DS04058200200501080009,1,Charlette Fullinck,,R,14,133,10,D,,,
DS04058200200501080010,1,Charlette Fullinck,,R,4,108,10,D,,,
DS04058200200501080010,1,Charlette Fullinck,,R,14,124,11,C,1,8,111
DS04058200200501080010,1,Charlette Fullinck,,R,14,124,11,C,1,9,116
DS04058200200501080010,1,Charlette Fullinck,,R,14,124,11,C,1,10,119
DS04058200200501090014,1,Charlette Fullinck,,R,3,123,10,D,,8,111
DS04058200200501090014,1,Charlette Fullinck,,R,3,123,10,D,,9,116
DS04058200200501090014,1,Charlette Fullinck,,R,3,123,10,D,,10,121
DS04058200200501090014,1,Charlette Fullinck,,R,13,133,11,D,,,
DS04058200200501090015,1,Charlette Fullinck,,R,3,115,10,D,,,
DS04058200200501090015,1,Charlette Fullinck,,R,13,118,10,D,,,
DS04058200200501090016,1,Charlette Fullinck,,R,3,122,12,D,,8,108
DS04058200200501090016,1,Charlette Fullinck,,R,3,122,12,D,,9,111
DS04058200200501090016,1,Charlette Fullinck,,R,3,122,12,D,,10,115
DS04058200200501090016,1,Charlette Fullinck,,R,3,122,12,D,,11,118
DS04058200200501090016,1,Charlette Fullinck,,R,3,122,12,D,,12,120
DS04058200200501090016,1,Charlette Fullinck,,R,13,126,11,D,,,
DS04058200200501090017,1,Charlette Fullinck,,R,3,123,9,D,,,
DS04058200200501090017,1,Charlette Fullinck,,R,13,127,11,D,,,
DS04058200200501100020,1,Charlette Fullinck,,R,2,123,10,D,,,
DS04058200200501100020,1,Charlette Fullinck,,R,12,123,11,D,,,
DS04058200200501100023,1,Charlette Fullinck,,R,2,113,10,D,,,
DS04058200200501100023,1,Charlette Fullinck,,R,12,107,10,D,,,
DS04058200200501110027,1,Charlette Fullinck,,R,5,129,8,D,,3,60
DS04058200200501110027,1,Charlette Fullinck,,R,5,129,8,D,,4,85
DS04058200200501110027,1,Charlette Fullinck,,R,5,129,8,D,,5,101
DS04058200200501110027,1,Charlette Fullinck,,R,5,129,8,D,,6,111
DS04058200200501110027,1,Charlette Fullinck,,R,5,129,8,D,,7,122
DS04058200200501110027,1,Charlette Fullinck,,R,5,129,8,D,,8,126
DS04058200200501110027,1,Charlette Fullinck,,R,15,123,10,D,,,
DS04058200200501110028,1,Charlette Fullinck,,R,5,128,8,D,,,
DS04058200200501110028,1,Charlette Fullinck,,R,15,140,10,D,,5,108
DS04058200200501110028,1,Charlette Fullinck,,R,15,140,10,D,,6,117
DS04058200200501110028,1,Charlette Fullinck,,R,15,140,10,D,,7,122
DS04058200200501110028,1,Charlette Fullinck,,R,15,140,10,D,,8,129
DS04058200200501110028,1,Charlette Fullinck,,R,15,140,10,D,,9,133
DS04058200200501110028,1,Charlette Fullinck,,R,15,140,10,D,,10,139
DS04058200200501110029,1,Charlette Fullinck,,R,5,134,9,D,,,
DS04058200200501110029,1,Charlette Fullinck,,R,15,126,9,D,,,
DS04058200200501110030,1,Charlette Fullinck,,R,5,119,9,D,,,
DS04058200200501110030,1,Charlette Fullinck,,R,15,121,9,D,,,
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,1,26
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,2,47
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,3,67
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,4,87
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,5,97
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,6,103
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,7,109
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,8,114
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,9,117
DS04058200200501110031,1,Charlette Fullinck,,R,5,121,10,D,,10,120
DS04058200200501110031,1,Charlette Fullinck,,R,15,114,7,D,,,
DS04058200200501120047,1,Charlette Fullinck,,R,8,124,9,C,1,,
DS04058200200501120047,1,Charlette Fullinck,,R,18,127,9,D,,,
DS04058200200501120048,1,Charlette Fullinck,,R,18,118,10,C,1,,
DS04058200200501120049,1,Charlette Fullinck,,R,18,125,10,D,,,
DS04058200200501130068,1,Charlette Fullinck,,R,7,135,11,D,,,
DS04058200200501130068,1,Charlette Fullinck,,R,17,144,10,D,,,
DS04058200200501130071,1,Charlette Fullinck,,R,7,120,7,D,,,
DS04058200200501130071,1,Charlette Fullinck,,R,17,132,12,D,,8,113
DS04058200200501130071,1,Charlette Fullinck,,R,17,132,12,D,,9,119
DS04058200200501130071,1,Charlette Fullinck,,R,17,132,12,D,,10,123
DS04058200200501130071,1,Charlette Fullinck,,R,17,132,12,D,,11,126
DS04058200200501130071,1,Charlette Fullinck,,R,17,132,12,D,,12,130
DS04058200200501130073,1,Charlette Fullinck,,R,7,136,12,D,,,
DS04058200200501130073,1,Charlette Fullinck,,R,17,120,9,D,,,
DS04058200200501130074,1,Charlette Fullinck,,R,7,126,9,D,,,
DS04058200200501130074,1,Charlette Fullinck,,R,17,128,9,D,,,
DS04058200200501130075,1,Charlette Fullinck,,R,7,116,9,D,,,
DS04058200200501130075,1,Charlette Fullinck,,R,17,121,12,D,,,
DS04058200200501140087,1,Charlette Fullinck,,R,1,132,10,D,,,
DS04058200200501140087,1,Charlette Fullinck,,R,11,112,10,D,,,
DS04058200200501140088,1,Charlette Fullinck,,R,1,130,10,D,,,
DS04058200200501140088,1,Charlette Fullinck,,R,11,128,11,D,,,
DS04058200200501140089,1,Charlette Fullinck,,R,1,128,12,D,,,
DS04058200200501140089,1,Charlette Fullinck,,R,11,117,9,D,,,
DS04058200200501140092,1,Charlette Fullinck,,R,1,132,12,D,,10,122
DS04058200200501140092,1,Charlette Fullinck,,R,1,132,12,D,,11,127
DS04058200200501140092,1,Charlette Fullinck,,R,1,132,12,D,,12,130
DS04058200200501140092,1,Charlette Fullinck,,R,11,112,9,D,,9,110
DS04058200200501140093,1,Charlette Fullinck,,R,1,125,9,D,,9,122
DS04058200200501150103,1,Charlette Fullinck,,R,4,146,10,D,,,
DS04058200200501150103,1,Charlette Fullinck,,R,14,129,11,D,,,
DS04058200200501150105,1,Charlette Fullinck,,R,4,123,10,D,,,
DS04058200200501150105,1,Charlette Fullinck,,R,14,127,11,D,,,
DS04058200200501150106,1,Charlette Fullinck,,R,14,155,10,D,,,
DS04058200200501150107,1,Charlette Fullinck,,R,4,129,12,D,,,
DS04058200200501150107,1,Charlette Fullinck,,R,14,125,10,D,,,
DS04058200200501150111,1,Charlette Fullinck,,R,4,134,9,D,,,
DS04058200200501150111,1,Charlette Fullinck,,R,14,116,9,D,,,
DS04058200200501160122,1,Charlette Fullinck,,R,3,123,11,D,,,
DS04058200200501160122,1,Charlette Fullinck,,R,13,114,6,D,,,
DS04058200200501160123,1,Charlette Fullinck,,R,3,130,8,D,,,
DS04058200200501160123,1,Charlette Fullinck,,R,13,108,9,D,,,
DS04058200200501160125,1,Charlette Fullinck,,R,3,130,10,D,,8,121
DS04058200200501160125,1,Charlette Fullinck,,R,3,130,10,D,,9,124
DS04058200200501160125,1,Charlette Fullinck,,R,3,130,10,D,,10,127
DS04058200200501160125,1,Charlette Fullinck,,R,13,128,9,D,,,
DS04058200200501160126,1,Charlette Fullinck,,R,3,119,10,C,1,,
DS04058200200501160127,1,Charlette Fullinck,,R,3,128,11,C,3,,
DS04058200200501160127,1,Charlette Fullinck,,R,13,117,8,D,,,
DS04058200200501170140,1,Charlette Fullinck,,R,2,114,9,D,,,
DS04058200200501170140,1,Charlette Fullinck,,R,12,116,11,D,,8,102
DS04058200200501170140,1,Charlette Fullinck,,R,12,116,11,D,,9,106
DS04058200200501170140,1,Charlette Fullinck,,R,12,116,11,D,,10,111
DS04058200200501170140,1,Charlette Fullinck,,R,12,116,11,D,,11,114
DS04058200200501170141,1,Charlette Fullinck,,R,2,124,12,D,,,
DS04058200200501170141,1,Charlette Fullinck,,R,12,119,10,D,,,
DS04058200200501170142,1,Charlette Fullinck,,R,2,121,10,D,,,
DS04058200200501170142,1,Charlette Fullinck,,R,12,111,10,D,,,
DS04058200200501170143,1,Charlette Fullinck,,R,2,120,12,D,,12,118
DS04058200200501170143,1,Charlette Fullinck,,R,12,112,10,D,,,
DS04058200200501170146,1,Charlette Fullinck,,R,2,122,9,C,1,,
DS04058200200501170146,1,Charlette Fullinck,,R,12,128,13,D,,,
DS04058200200501180160,1,Charlette Fullinck,,R,5,122,12,C,1,10,111
DS04058200200501180160,1,Charlette Fullinck,,R,5,122,12,C,1,11,116
DS04058200200501180160,1,Charlette Fullinck,,R,15,122,9,C,1,,
DS04058200200501180161,1,Charlette Fullinck,,R,5,121,10,D,,,
DS04058200200501180161,1,Charlette Fullinck,,R,15,120,13,C,2,,
DS04058200200501180162,1,Charlette Fullinck,,R,5,124,10,D,,,
DS04058200200501180162,1,Charlette Fullinck,,R,15,120,11,D,,,
DS04058200200501180165,1,Charlette Fullinck,,R,5,125,9,C,1,,
DS04058200200501180165,1,Charlette Fullinck,,R,15,129,10,D,,,
DS04058200200501180166,1,Charlette Fullinck,,R,5,124,12,D,,,
DS04058200200501180166,1,Charlette Fullinck,,R,15,117,12,D,,11,111
DS04058200200501180166,1,Charlette Fullinck,,R,15,117,12,D,,12,113
DS04058200200501190179,1,Charlette Fullinck,,R,8,110,9,D,,,
DS04058200200501190179,1,Charlette Fullinck,,R,18,120,12,D,,,
DS04058200200501190181,1,Charlette Fullinck,,R,8,120,12,D,,10,113
DS04058200200501190181,1,Charlette Fullinck,,R,8,120,12,D,,11,116
DS04058200200501190181,1,Charlette Fullinck,,R,8,120,12,D,,12,119
DS04058200200501190181,1,Charlette Fullinck,,R,18,105,8,D,,,
DS04058200200501190182,1,Charlette Fullinck,,R,8,130,9,D,,,
DS04058200200501190182,1,Charlette Fullinck,,R,18,114,10,D,,,
DS04058200200501190183,1,Charlette Fullinck,,R,8,123,10,D,,,
DS04058200200501200193,1,Charlette Fullinck,,R,7,114,9,D,,,
DS04058200200501200193,1,Charlette Fullinck,,R,17,111,10,D,,,
DS04058200200501200194,1,Charlette Fullinck,,R,7,126,7,D,,4,101
DS04058200200501200194,1,Charlette Fullinck,,R,7,126,7,D,,5,113
DS04058200200501200194,1,Charlette Fullinck,,R,7,126,7,D,,6,124
DS04058200200501200194,1,Charlette Fullinck,,R,17,140,9,D,,,
DS04058200200501200196,1,Charlette Fullinck,,R,7,130,7,D,,,
DS04058200200501200196,1,Charlette Fullinck,,R,17,141,10,D,,,
DS04058200200501200197,1,Charlette Fullinck,,R,7,124,7,D,,,
DS04058200200501200197,1,Charlette Fullinck,,R,17,112,4,D,,2,61
DS04058200200501200197,1,Charlette Fullinck,,R,17,112,4,D,,3,89
DS04058200200501200197,1,Charlette Fullinck,,R,17,112,4,D,,4,105
DS04058200200501210205,1,Charlette Fullinck,,R,1,135,6,D,,,
DS04058200200501210205,1,Charlette Fullinck,,R,11,106,4,D,,2,46
DS04058200200501210205,1,Charlette Fullinck,,R,11,106,4,D,,3,76
DS04058200200501210205,1,Charlette Fullinck,,R,11,106,4,D,,4,95
DS04058200200501210206,1,Charlette Fullinck,,R,1,113,4,D,,,
DS04058200200501220221,1,Charlette Fullinck,,R,4,107,5,D,,2,47
DS04058200200501220221,1,Charlette Fullinck,,R,4,107,5,D,,3,79
DS04058200200501220221,1,Charlette Fullinck,,R,4,107,5,D,,4,98
DS04058200200501220221,1,Charlette Fullinck,,R,4,107,5,D,,5,106
DS04058200200501220221,1,Charlette Fullinck,,R,14,123,6,D,,,
DS04058200200501220222,1,Charlette Fullinck,,R,4,123,5,D,,,
DS04058200200501220222,1,Charlette Fullinck,,R,14,127,8,D,,,
DS04058200200501220223,1,Charlette Fullinck,,R,4,131,8,D,,,
DS04058200200501220223,1,Charlette Fullinck,,R,14,128,6,D,,,
DS04058200200501220225,1,Charlette Fullinck,,R,4,122,7,D,,,
DS04058200200501220225,1,Charlette Fullinck,,R,14,126,8,D,,,
DS04058200200501220226,1,Charlette Fullinck,,R,4,122,6,D,,2,36
DS04058200200501220226,1,Charlette Fullinck,,R,4,122,6,D,,3,69
DS04058200200501220226,1,Charlette Fullinck,,R,4,122,6,D,,4,94
DS04058200200501220226,1,Charlette Fullinck,,R,4,122,6,D,,5,106
DS04058200200501220226,1,Charlette Fullinck,,R,4,122,6,D,,6,119
DS04058200200501220226,1,Charlette Fullinck,,R,14,117,6,D,,,
DS04058200200501250245,1,Charlette Fullinck,,R,5,131,13,,,,
DS04058200200501250245,1,Charlette Fullinck,,R,15,130,10,D,,,
DS04058200200501250246,1,Charlette Fullinck,,R,5,110,6,D,,,
DS04058200200501250246,1,Charlette Fullinck,,R,15,131,13,D,,,
DS04058200200501250247,1,Charlette Fullinck,,R,5,117,9,D,,,
DS04058200200501250247,1,Charlette Fullinck,,R,15,128,11,,,5,97
DS04058200200501250247,1,Charlette Fullinck,,R,15,128,11,,,6,107
DS04058200200501250247,1,Charlette Fullinck,,R,15,128,11,,,7,112
DS04058200200501250247,1,Charlette Fullinck,,R,15,128,11,,,8,116
DS04058200200501250247,1,Charlette Fullinck,,R,15,128,11,,,9,120
DS04058200200501250247,1,Charlette Fullinck,,R,15,128,11,,,10,123
DS04058200200501250247,1,Charlette Fullinck,,R,15,128,11,,,11,126
DS04058200200501250249,1,Charlette Fullinck,,R,5,115,7,A,,,
DS04058200200501250249,1,Charlette Fullinck,,R,15,123,10,D,,,
DS04058200200501250250,1,Charlette Fullinck,,R,5,117,7,D,,4,93
DS04058200200501250250,1,Charlette Fullinck,,R,5,117,7,D,,5,102
DS04058200200501250250,1,Charlette Fullinck,,R,5,117,7,D,,6,111
DS04058200200501250250,1,Charlette Fullinck,,R,5,117,7,D,,7,115
DS04058200200501250250,1,Charlette Fullinck,,R,15,136,11,A,,,
DS04058200200501260265,1,Charlette Fullinck,,R,18,123,11,D,,,
DS04058200200501260266,1,Charlette Fullinck,,R,8,131,12,D,,,
DS04058200200501260266,1,Charlette Fullinck,,R,18,142,14,D,,,
DS04058200200501260267,1,Charlette Fullinck,,R,8,125,8,D,,,
DS04058200200501260267,1,Charlette Fullinck,,R,18,132,12,D,,,
DS04058200200501260268,1,Charlette Fullinck,,R,8,119,7,D,,,
DS04058200200501260268,1,Charlette Fullinck,,R,18,104,4,D,,1,21
DS04058200200501260268,1,Charlette Fullinck,,R,18,104,4,D,,2,42
DS04058200200501260268,1,Charlette Fullinck,,R,18,104,4,D,,3,79
DS04058200200501260268,1,Charlette Fullinck,,R,18,104,4,D,,4,98
DS04058200200501260269,1,Charlette Fullinck,,R,8,120,7,C,1,,
DS04058200200501260269,1,Charlette Fullinck,,R,18,105,5,D,,3,87
DS04058200200501260269,1,Charlette Fullinck,,R,18,105,5,D,,4,101
DS04058200200501270282,1,Charlette Fullinck,,R,7,145,8,D,,,
DS04058200200501270282,1,Charlette Fullinck,,R,17,137,9,D,,,
DS04058200200501270283,1,Charlette Fullinck,,R,7,114,6,D,,,
DS04058200200501270283,1,Charlette Fullinck,,R,17,104,4,C,1,2,50
DS04058200200501270283,1,Charlette Fullinck,,R,17,104,4,C,1,3,75
DS04058200200501270283,1,Charlette Fullinck,,R,17,104,4,C,1,4,95
DS04058200200501270284,1,Charlette Fullinck,,R,7,114,7,D,,,
DS04058200200501270284,1,Charlette Fullinck,,R,17,124,6,D,,,
DS04058200200501270286,1,Charlette Fullinck,,R,7,119,7,C,1,3,80
DS04058200200501270286,1,Charlette Fullinck,,R,7,119,7,C,1,4,95
DS04058200200501270286,1,Charlette Fullinck,,R,7,119,7,C,1,5,105
DS04058200200501270286,1,Charlette Fullinck,,R,7,119,7,C,1,6,113
DS04058200200501270286,1,Charlette Fullinck,,R,17,127,6,A,,,
DS04058200200501270287,1,Charlette Fullinck,,R,7,127,7,D,,,
DS04058200200501270287,1,Charlette Fullinck,,R,17,128,6,A,,,
DS04058200200501280304,1,Charlette Fullinck,,R,1,127,7,D,,,
DS04058200200501280304,1,Charlette Fullinck,,R,11,122,5,D,,,
DS04058200200501280305,1,Charlette Fullinck,,R,1,120,8,D,,5,107
DS04058200200501280305,1,Charlette Fullinck,,R,1,120,8,D,,6,112
DS04058200200501280305,1,Charlette Fullinck,,R,1,120,8,D,,7,115
DS04058200200501280305,1,Charlette Fullinck,,R,1,120,8,D,,8,118
DS04058200200501280305,1,Charlette Fullinck,,R,11,134,9,D,,3,84
DS04058200200501280305,1,Charlette Fullinck,,R,11,134,9,D,,4,97
DS04058200200501280305,1,Charlette Fullinck,,R,11,134,9,D,,5,106
DS04058200200501280305,1,Charlette Fullinck,,R,11,134,9,D,,6,116
DS04058200200501280305,1,Charlette Fullinck,,R,11,134,9,D,,7,120
DS04058200200501280305,1,Charlette Fullinck,,R,11,134,9,D,,8,127
DS04058200200501280305,1,Charlette Fullinck,,R,11,134,9,D,,9,131
DS04058200200501280306,1,Charlette Fullinck,,R,1,122,7,D,,,
DS04058200200501280306,1,Charlette Fullinck,,R,11,124,7,D,,,
DS04058200200501280309,1,Charlette Fullinck,,R,1,114,9,,,,
DS04058200200501280309,1,Charlette Fullinck,,R,11,111,3,,,,
DS04058200200501280310,1,Charlette Fullinck,,R,1,133,8,C,1,,
DS04058200200501280310,1,Charlette Fullinck,,R,11,134,11,D,,,
DS04058200200501290321,1,Charlette Fullinck,,R,4,149,11,D,,,
DS04058200200501290321,1,Charlette Fullinck,,R,14,111,5,D,,2,52
DS04058200200501290321,1,Charlette Fullinck,,R,14,111,5,D,,3,86
DS04058200200501290321,1,Charlette Fullinck,,R,14,111,5,D,,4,99
DS04058200200501290321,1,Charlette Fullinck,,R,14,111,5,D,,5,108
DS04058200200501290322,1,Charlette Fullinck,,R,4,123,6,D,,,
DS04058200200501290322,1,Charlette Fullinck,,R,14,130,7,D,,,
DS04058200200501290323,1,Charlette Fullinck,,R,4,129,6,D,,,
DS04058200200501290323,1,Charlette Fullinck,,R,14,122,6,D,,1,31
DS04058200200501290323,1,Charlette Fullinck,,R,14,122,6,D,,2,61
DS04058200200501290323,1,Charlette Fullinck,,R,14,122,6,D,,3,83
DS04058200200501290323,1,Charlette Fullinck,,R,14,122,6,D,,4,94
DS04058200200501290323,1,Charlette Fullinck,,R,14,122,6,D,,5,109
DS04058200200501290323,1,Charlette Fullinck,,R,14,122,6,D,,6,121
DS04058200200501290325,1,Charlette Fullinck,,R,4,143,9,D,,,
DS04058200200501290325,1,Charlette Fullinck,,R,14,126,8,D,,,
DS04058200200501290326,1,Charlette Fullinck,,R,4,132,11,D,,,
DS04058200200501290326,1,Charlette Fullinck,,R,14,123,7,D,,,
DS04058200200501300343,1,Charlette Fullinck,,R,3,105,4,D,,3,84
DS04058200200501300343,1,Charlette Fullinck,,R,3,105,4,D,,4,98
DS04058200200501300343,1,Charlette Fullinck,,R,13,123,7,D,,,
DS04058200200502010361,1,Charlette Fullinck,,R,5,119,6,D,,,
DS04058200200502010361,1,Charlette Fullinck,,R,15,126,7,D,,,
DS04058200200502010362,1,Charlette Fullinck,,R,5,146,11,D,,,
DS04058200200502010362,1,Charlette Fullinck,,R,15,128,7,D,,,
DS04058200200502010363,1,Charlette Fullinck,,R,15,117,6,D,,1,29
DS04058200200502010363,1,Charlette Fullinck,,R,15,117,6,D,,2,50
DS04058200200502010363,1,Charlette Fullinck,,R,15,117,6,D,,3,78
DS04058200200502010363,1,Charlette Fullinck,,R,15,117,6,D,,4,89
DS04058200200502010363,1,Charlette Fullinck,,R,15,117,6,D,,5,101
DS04058200200502010363,1,Charlette Fullinck,,R,15,117,6,D,,6,113
DS04058200200502010366,1,Charlette Fullinck,,R,5,137,14,D,,,
DS04058200200502010366,1,Charlette Fullinck,,R,15,143,10,D,,,
DS04058200200502020380,1,Charlette Fullinck,,R,8,128,8,D,,,
DS04058200200502020380,1,Charlette Fullinck,,R,18,114,5,D,,,
DS04058200200502020381,1,Charlette Fullinck,,R,8,120,5,D,,,
DS04058200200502020381,1,Charlette Fullinck,,R,18,132,8,D,,,
DS04058200200502020382,1,Charlette Fullinck,,R,8,139,10,D,,,
DS04058200200502020382,1,Charlette Fullinck,,R,18,121,11,D,,,
DS04058200200502020383,1,Charlette Fullinck,,R,8,128,8,D,,,
DS04058200200502020383,1,Charlette Fullinck,,R,18,139,14,D,,,
DS04058200200502020384,1,Charlette Fullinck,,R,8,142,11,D,,,
DS04058200200502020384,1,Charlette Fullinck,,R,18,140,8,D,,,
DS04058200200502030402,1,Charlette Fullinck,,R,7,107,5,D,,2,40
DS04058200200502030402,1,Charlette Fullinck,,R,7,107,5,D,,3,64
DS04058200200502030402,1,Charlette Fullinck,,R,7,107,5,D,,4,90
DS04058200200502030402,1,Charlette Fullinck,,R,7,107,5,D,,5,102
DS04058200200502030402,1,Charlette Fullinck,,R,17,106,5,D,,1,18
DS04058200200502030402,1,Charlette Fullinck,,R,17,106,5,D,,2,40
DS04058200200502030402,1,Charlette Fullinck,,R,17,106,5,D,,3,67
DS04058200200502030402,1,Charlette Fullinck,,R,17,106,5,D,,4,87
DS04058200200502030402,1,Charlette Fullinck,,R,17,106,5,D,,5,101
DS04058200200502030403,1,Charlette Fullinck,,R,7,129,7,D,,,
DS04058200200502030403,1,Charlette Fullinck,,R,17,141,16,D,,,
DS04058200200502030404,1,Charlette Fullinck,,R,7,121,7,D,,,
DS04058200200502030404,1,Charlette Fullinck,,R,17,135,9,D,,,
DS04058200200502040417,1,Charlette Fullinck,,R,1,105,4,D,,1,20
DS04058200200502040417,1,Charlette Fullinck,,R,1,105,4,D,,2,53
DS04058200200502040417,1,Charlette Fullinck,,R,1,105,4,D,,3,79
DS04058200200502040417,1,Charlette Fullinck,,R,1,105,4,D,,4,96
DS04058200200502040417,1,Charlette Fullinck,,R,11,118,6,D,,,
DS04058200200502040418,1,Charlette Fullinck,,R,1,125,7,D,,,
DS04058200200502040418,1,Charlette Fullinck,,R,11,127,6,D,,,
DS04058200200502040419,1,Charlette Fullinck,,R,1,126,8,D,,,
DS04058200200502040419,1,Charlette Fullinck,,R,11,131,7,D,,5,113
DS04058200200502040419,1,Charlette Fullinck,,R,11,131,7,D,,6,120
DS04058200200502040419,1,Charlette Fullinck,,R,11,131,7,D,,7,129
DS04058200200502040420,1,Charlette Fullinck,,R,1,113,5,D,,,
DS04058200200502040420,1,Charlette Fullinck,,R,11,111,5,D,,,
DS04058200200502040421,1,Charlette Fullinck,,R,1,127,7,C,1,5,116
DS04058200200502040421,1,Charlette Fullinck,,R,1,127,7,C,1,6,121
DS04058200200502040421,1,Charlette Fullinck,,R,11,124,8,D,,,
DS04058200200502050434,1,Charlette Fullinck,,R,4,119,6,D,,,
DS04058200200502050434,1,Charlette Fullinck,,R,14,132,7,D,,,
DS04058200200502050435,1,Charlette Fullinck,,R,4,112,5,D,,,
DS04058200200502050435,1,Charlette Fullinck,,R,14,119,6,D,,,
DS04058200200502050438,1,Charlette Fullinck,,R,4,119,6,D,,,
DS04058200200502050438,1,Charlette Fullinck,,R,14,100,5,D,,,
DS04058200200502050439,1,Charlette Fullinck,,R,4,130,6,D,,2,47
DS04058200200502050439,1,Charlette Fullinck,,R,4,130,6,D,,3,79
DS04058200200502050439,1,Charlette Fullinck,,R,4,130,6,D,,4,97
DS04058200200502050439,1,Charlette Fullinck,,R,4,130,6,D,,5,112
DS04058200200502050439,1,Charlette Fullinck,,R,4,130,6,D,,6,124
DS04058200200502050439,1,Charlette Fullinck,,R,14,104,5,D,,2,33
